,Date,Post patch?,Post patch pipette R,post patch class
0,2017-01-04,Outside-Out,,Outside out
4,2017-01-04,Outside-Out,,Outside out
8,2017-01-04,Outside-Out,,Outside out
10,2017-01-04,Outside-Out,,Outside out
12,2017-01-04,Outside-Out,,Outside out
20,2017-01-05,Outside-Out,,Outside out
21,2017-01-05,Outside-Out,,Outside out
24,2017-01-05,Outside-Out,,Outside out
25,2017-01-05,Outside-Out,,Outside out
26,2017-01-05,Outside-Out,,Outside out
29,2017-01-05,Outside-Out,,Outside out
31,2017-01-05,Outside-Out,,Outside out
34,2017-01-05,Outside-Out,,Outside out
39,2017-01-05,Outside-Out,,Outside out
46,2017-01-06,Outside-Out,,Outside out
49,2017-01-06,Outside-Out,,Outside out
50,2017-01-06,Outside-Out,,Outside out
59,2017-01-06,Outside-Out,,Outside out
62,2017-01-06,Outside-Out,,Outside out
63,2017-01-06,Outside-Out,,Outside out
70,2017-01-09,Outside-Out,,Outside out
71,2017-01-09,Outside-Out,,Outside out
77,2017-01-10,Outside-Out,,Outside out
78,2017-01-10,Outside-Out,,Outside out
80,2017-01-10,Outside-Out,,Outside out
81,2017-01-10,Outside-Out,,Outside out
82,2017-01-10,Outside-Out,,Outside out
97,2017-01-11,Outside-Out,,Outside out
98,2017-01-11,Outside-Out,,Outside out
100,2017-01-11,Outside-Out,,Outside out
108,2017-01-12,Outside-Out,,Outside out
109,2017-01-12,Outside-Out,,Outside out
112,2017-01-12,Outside-Out,,Outside out
117,2017-01-12,Outside-Out,,Outside out
124,2017-01-13,Outside-Out,,Outside out
125,2017-01-13,Outside-Out,,Outside out
127,2017-01-13,Outside-Out,,Outside out
129,2017-01-13,Outside-Out,,Outside out
130,2017-01-13,Outside-Out,,Outside out
136,2017-01-13,Outside-Out,,Outside out
138,2017-01-13,Outside-Out,,Outside out
147,2017-01-16,Outside-Out,,Outside out
155,2017-01-16,Outside-Out,,Outside out
156,2017-01-16,Outside-Out,,Outside out
162,2017-01-16,Outside-Out,,Outside out
163,2017-01-16,Outside-Out,,Outside out
171,2017-01-17,Outside-Out,,Outside out
172,2017-01-17,Outside-Out,,Outside out
173,2017-01-17,Outside-Out,,Outside out
175,2017-01-17,Outside-Out,,Outside out
176,2017-01-17,Outside-Out,,Outside out
177,2017-01-17,Outside-Out,,Outside out
180,2017-01-17,Outside-Out,,Outside out
181,2017-01-17,Outside-Out,,Outside out
182,2017-01-17,Outside-Out,,Outside out
183,2017-01-17,Outside-Out,,Outside out
184,2017-01-17,Outside-Out,,Outside out
187,2017-01-17,Outside-Out,,Outside out
197,2017-01-18,Outside-Out,,Outside out
198,2017-01-18,Outside-Out,,Outside out
201,2017-01-18,Outside-Out,,Outside out
202,2017-01-18,Outside-Out,,Outside out
203,2017-01-18,Outside-Out,,Outside out
204,2017-01-18,Outside-Out,,Outside out
213,2017-01-19,Outside-Out,,Outside out
214,2017-01-19,Outside-Out,,Outside out
215,2017-01-19,Outside-Out,,Outside out
221,2017-01-19,Outside-Out,,Outside out
222,2017-01-19,Outside-Out,,Outside out
230,2017-01-20,Outside-Out,,Outside out
233,2017-01-20,Outside-Out,,Outside out
234,2017-01-20,Outside-Out,,Outside out
235,2017-01-20,Outside-Out,,Outside out
239,2017-01-20,Outside-Out,,Outside out
241,2017-01-20,Outside-Out,,Outside out
250,2017-01-23,Outside-Out,,Outside out
251,2017-01-23,Outside-Out,,Outside out
252,2017-01-23,Outside-Out,,Outside out
253,2017-01-23,Outside-Out,,Outside out
254,2017-01-23,Outside-Out,,Outside out
255,2017-01-23,Outside-Out,,Outside out
258,2017-01-23,Outside-Out,,Outside out
259,2017-01-23,Outside-Out,,Outside out
260,2017-01-23,Outside-Out,,Outside out
262,2017-01-23,Outside-Out,,Outside out
266,2017-01-23,Outside-Out,,Outside out
278,2017-01-24,Outside-Out,,Outside out
281,2017-01-24,Outside-Out,,Outside out
282,2017-01-24,Outside-Out,,Outside out
286,2017-01-24,Outside-Out,,Outside out
287,2017-01-24,Outside-Out,,Outside out
289,2017-01-24,Outside-Out,,Outside out
290,2017-01-24,Outside-Out,,Outside out
298,2017-01-25,Outside-Out,,Outside out
299,2017-01-25,Outside-Out,,Outside out
300,2017-01-25,Outside-Out,,Outside out
301,2017-01-25,Outside-Out,,Outside out
302,2017-01-25,Outside-Out,,Outside out
304,2017-01-25,Outside-Out,,Outside out
305,2017-01-25,Outside-Out,,Outside out
308,2017-01-25,Outside-Out,,Outside out
309,2017-01-25,Outside-Out,,Outside out
310,2017-01-25,Outside-Out,,Outside out
311,2017-01-25,Outside-Out,,Outside out
313,2017-01-25,Outside-Out,,Outside out
317,2017-01-25,Outside-Out,,Outside out
318,2017-01-25,Outside-Out,,Outside out
319,2017-01-25,Outside-Out,,Outside out
327,2017-01-26,Outside-Out,,Outside out
329,2017-01-26,Outside-Out,,Outside out
330,2017-01-26,Outside-Out,,Outside out
331,2017-01-26,Outside-Out,,Outside out
336,2017-01-26,Outside-Out,,Outside out
337,2017-01-26,Outside-Out,,Outside out
338,2017-01-26,Outside-Out,,Outside out
339,2017-01-26,Outside-Out,,Outside out
340,2017-01-26,Outside-Out,,Outside out
348,2017-01-27,Outside-Out,,Outside out
349,2017-01-27,Outside-Out,,Outside out
350,2017-01-27,Outside-Out,,Outside out
351,2017-01-27,Outside-Out,,Outside out
353,2017-01-27,Outside-Out,,Outside out
355,2017-01-27,Outside-Out,,Outside out
358,2017-01-27,Outside-Out,,Outside out
359,2017-01-27,Outside-Out,,Outside out
361,2017-01-27,Outside-Out,,Outside out
362,2017-01-27,Outside-Out,,Outside out
363,2017-01-27,Outside-Out,,Outside out
365,2017-01-27,Outside-Out,,Outside out
369,2017-01-27,Outside-Out,,Outside out
370,2017-01-27,Outside-Out,,Outside out
371,2017-01-27,Outside-Out,,Outside out
380,2017-01-30,Outside-Out,,Outside out
381,2017-01-30,Outside-Out,,Outside out
382,2017-01-30,Outside-Out,,Outside out
384,2017-01-30,Outside-Out,,Outside out
385,2017-01-30,Outside-Out,,Outside out
386,2017-01-30,Outside-Out,,Outside out
387,2017-01-30,Outside-Out,,Outside out
390,2017-01-30,Outside-Out,,Outside out
391,2017-01-30,Outside-Out,,Outside out
392,2017-01-30,Outside-Out,,Outside out
393,2017-01-30,Outside-Out,,Outside out
394,2017-01-30,Outside-Out,,Outside out
395,2017-01-30,Outside-Out,,Outside out
401,2017-01-30,Outside-Out,,Outside out
402,2017-01-30,Outside-Out,,Outside out
403,2017-01-30,Outside-Out,,Outside out
404,2017-01-30,Outside-Out,,Outside out
412,2017-01-31,Outside-Out,,Outside out
419,2017-02-01,Outside-Out,,Outside out
420,2017-02-01,Outside-Out,,Outside out
422,2017-02-01,Outside-Out,,Outside out
424,2017-02-01,Outside-Out,,Outside out
435,2017-02-02,Outside-Out,,Outside out
436,2017-02-02,Outside-Out,,Outside out
437,2017-02-02,Outside-Out,,Outside out
439,2017-02-02,Outside-Out,,Outside out
440,2017-02-02,Outside-Out,,Outside out
443,2017-02-02,Outside-Out,,Outside out
445,2017-02-02,Outside-Out,,Outside out
454,2017-02-03,Outside-Out,,Outside out
455,2017-02-03,Outside-Out,,Outside out
456,2017-02-03,Outside-Out,,Outside out
458,2017-02-03,Outside-Out,,Outside out
462,2017-02-03,Outside-Out,,Outside out
463,2017-02-03,Outside-Out,,Outside out
464,2017-02-03,Outside-Out,,Outside out
473,2017-02-07,Outside-Out,,Outside out
480,2017-02-07,Outside-Out,,Outside out
482,2017-02-07,Outside-Out,,Outside out
483,2017-02-07,Outside-Out,,Outside out
493,2017-02-08,Outside-Out,,Outside out
495,2017-02-08,Outside-Out,,Outside out
496,2017-02-08,Outside-Out,,Outside out
497,2017-02-08,Outside-Out,,Outside out
501,2017-02-08,Outside-Out,,Outside out
503,2017-02-08,Outside-Out,,Outside out
504,2017-02-08,Outside-Out,,Outside out
505,2017-02-08,Outside-Out,,Outside out
506,2017-02-08,Outside-Out,,Outside out
509,2017-02-08,Outside-Out,,Outside out
510,2017-02-08,Outside-Out,,Outside out
511,2017-02-08,Outside-Out,,Outside out
519,2017-02-09,Outside-Out,,Outside out
520,2017-02-09,Outside-Out,,Outside out
521,2017-02-09,Outside-Out,,Outside out
524,2017-02-09,Outside-Out,,Outside out
528,2017-02-09,Outside-Out,,Outside out
529,2017-02-09,Outside-Out,,Outside out
531,2017-02-09,Outside-Out,,Outside out
532,2017-02-09,Outside-Out,,Outside out
534,2017-02-09,Outside-Out,,Outside out
542,2017-02-10,Outside-Out,,Outside out
544,2017-02-10,Outside-Out,,Outside out
552,2017-02-10,Outside-Out,,Outside out
554,2017-02-10,Outside-Out,,Outside out
555,2017-02-10,Outside-Out,,Outside out
565,2017-02-10,Outside-Out,,Outside out
567,2017-02-10,Outside-Out,,Outside out
578,2017-02-13,Outside-Out,,Outside out
579,2017-02-13,Outside-Out,,Outside out
581,2017-02-13,Outside-Out,,Outside out
585,2017-02-13,Outside-Out,,Outside out
586,2017-02-13,Outside-Out,,Outside out
589,2017-02-13,Outside-Out,,Outside out
590,2017-02-13,Outside-Out,,Outside out
593,2017-02-13,Outside-Out,,Outside out
594,2017-02-13,Outside-Out,,Outside out
595,2017-02-13,Outside-Out,,Outside out
597,2017-02-13,Outside-Out,,Outside out
600,2017-02-13,Outside-Out,,Outside out
601,2017-02-13,Outside-Out,,Outside out
602,2017-02-13,Outside-Out,,Outside out
603,2017-02-13,Outside-Out,,Outside out
606,2017-02-13,Outside-Out,,Outside out
615,2017-02-14,Outside-Out,,Outside out
616,2017-02-14,Outside-Out,,Outside out
617,2017-02-14,Outside-Out,,Outside out
618,2017-02-14,Outside-Out,,Outside out
619,2017-02-15,Outside-Out,,Outside out
620,2017-02-15,Outside-Out,,Outside out
623,2017-02-15,Outside-Out,,Outside out
625,2017-02-15,Outside-Out,,Outside out
626,2017-02-15,Outside-Out,,Outside out
628,2017-02-15,Outside-Out,,Outside out
633,2017-02-15,Outside-Out,,Outside out
634,2017-02-15,Outside-Out,,Outside out
635,2017-02-15,Outside-Out,,Outside out
637,2017-02-15,Outside-Out,,Outside out
638,2017-02-15,Outside-Out,,Outside out
639,2017-02-15,Outside-Out,,Outside out
641,2017-02-15,Outside-Out,,Outside out
642,2017-02-15,Outside-Out,,Outside out
643,2017-02-15,Outside-Out,,Outside out
644,2017-02-15,Outside-Out,,Outside out
645,2017-02-15,Outside-Out,,Outside out
646,2017-02-15,Outside-Out,,Outside out
655,2017-02-16,Outside-Out,,Outside out
658,2017-02-16,Outside-Out,,Outside out
659,2017-02-16,Outside-Out,,Outside out
660,2017-02-16,Outside-Out,,Outside out
661,2017-02-16,Outside-Out,,Outside out
669,2017-02-16,Outside-Out,,Outside out
670,2017-02-16,Outside-Out,,Outside out
671,2017-02-16,Outside-Out,,Outside out
672,2017-02-16,Outside-Out,,Outside out
673,2017-02-16,Outside-Out,,Outside out
674,2017-02-16,Outside-Out,,Outside out
678,2017-02-16,Outside-Out,,Outside out
679,2017-02-16,Outside-Out,,Outside out
680,2017-02-16,Outside-Out,,Outside out
681,2017-02-16,Outside-Out,,Outside out
706,2017-02-17,Outside-Out,,Outside out
707,2017-02-17,Outside-Out,,Outside out
710,2017-02-17,Outside-Out,,Outside out
721,2017-02-20,Outside-Out,,Outside out
723,2017-02-20,Outside-Out,,Outside out
724,2017-02-20,Outside-Out,,Outside out
728,2017-02-20,Outside-Out,,Outside out
730,2017-02-20,Outside-Out,,Outside out
739,2017-02-21,Outside-Out,,Outside out
746,2017-02-21,Outside-Out,,Outside out
754,2017-02-21,Outside-Out,,Outside out
757,2017-02-21,Outside-Out,,Outside out
768,2017-02-22,Outside-Out,,Outside out
774,2017-02-22,Outside-Out,,Outside out
779,2017-02-22,Outside-Out,,Outside out
781,2017-02-22,Outside-Out,,Outside out
782,2017-02-22,Outside-Out,,Outside out
915,2017-03-07,Outside-Out,,Outside out
916,2017-03-07,Outside-Out,,Outside out
917,2017-03-07,Outside-Out,,Outside out
1000,2017-03-13,Outside-Out,,Outside out
1001,2017-03-13,Outside-Out,,Outside out
1004,2017-03-13,Outside-Out,,Outside out
1016,2017-03-14,Outside-Out,,Outside out
1022,2017-03-14,Outside-Out,,Outside out
1029,2017-03-15,Outside-Out,,Outside out
1030,2017-03-15,Outside-Out,,Outside out
1031,2017-03-15,Outside-Out,,Outside out
1033,2017-03-15,Outside-Out,,Outside out
1034,2017-03-15,Outside-Out,,Outside out
1038,2017-03-15,Outside-Out,,Outside out
1039,2017-03-15,Outside-Out,,Outside out
1042,2017-03-15,Outside-Out,,Outside out
1047,2017-03-15,Outside-Out,,Outside out
1048,2017-03-15,Outside-Out,,Outside out
1049,2017-03-15,Outside-Out,,Outside out
1050,2017-03-15,Outside-Out,,Outside out
1060,2017-03-16,Outside-Out,,Outside out
1061,2017-03-16,Outside-Out,,Outside out
1062,2017-03-16,Outside-Out,,Outside out
1063,2017-03-16,Outside-Out,,Outside out
1065,2017-03-16,Outside-Out,,Outside out
1068,2017-03-16,Outside-Out,,Outside out
1072,2017-03-16,Outside-Out,,Outside out
1073,2017-03-16,Outside-Out,,Outside out
1074,2017-03-16,Outside-Out,,Outside out
1075,2017-03-16,Outside-Out,,Outside out
1088,2017-03-17,Outside-Out,,Outside out
1090,2017-03-17,Outside-Out,,Outside out
1096,2017-03-17,Outside-Out,,Outside out
1118,2017-03-20,Outside-Out,,Outside out
1136,2017-03-21,Outside-Out,,Outside out
1137,2017-03-21,Outside-Out,,Outside out
1154,2017-03-22,Outside-Out,,Outside out
1155,2017-03-22,Outside-Out,,Outside out
1156,2017-03-22,Outside-Out,,Outside out
1158,2017-03-22,Outside-Out,,Outside out
1165,2017-03-23,Outside-Out,,Outside out
1166,2017-03-23,Outside-Out,,Outside out
1172,2017-03-24,Outside-Out,,Outside out
1175,2017-03-24,Outside-Out,,Outside out
1184,2017-03-27,Outside-Out,,Outside out
1185,2017-03-27,Outside-Out,,Outside out
1187,2017-03-27,Outside-Out,,Outside out
1188,2017-03-27,Outside-Out,,Outside out
1193,2017-03-27,Outside-Out,,Outside out
1194,2017-03-27,Outside-Out,,Outside out
1195,2017-03-27,Outside-Out,,Outside out
1196,2017-03-27,Outside-Out,,Outside out
1197,2017-03-27,Outside-Out,,Outside out
1200,2017-03-27,Outside-Out,,Outside out
1202,2017-03-27,Outside-Out,,Outside out
1209,2017-03-28,Outside-Out,,Outside out
1210,2017-03-28,Outside-Out,,Outside out
1211,2017-03-28,Outside-Out,,Outside out
1216,2017-03-28,Outside-Out,,Outside out
1217,2017-03-28,Outside-Out,,Outside out
1218,2017-03-28,Outside-Out,,Outside out
1220,2017-03-28,Outside-Out,,Outside out
1221,2017-03-28,Outside-Out,,Outside out
1224,2017-03-28,Outside-Out,,Outside out
1225,2017-03-28,Outside-Out,,Outside out
1233,2017-03-29,Outside-Out,,Outside out
1234,2017-03-29,Outside-Out,,Outside out
1235,2017-03-29,Outside-Out,,Outside out
1236,2017-03-29,Outside-Out,,Outside out
1238,2017-03-29,Outside-Out,,Outside out
1239,2017-03-29,Outside-Out,,Outside out
1242,2017-03-29,Outside-Out,,Outside out
1243,2017-03-29,Outside-Out,,Outside out
1246,2017-03-29,Outside-Out,,Outside out
1249,2017-03-29,Outside-Out,,Outside out
1250,2017-03-29,Outside-Out,,Outside out
1251,2017-03-29,Outside-Out,,Outside out
1258,2017-03-30,Outside-Out,,Outside out
1259,2017-03-30,Outside-Out,,Outside out
1260,2017-03-30,Outside-Out,,Outside out
1261,2017-03-30,Outside-Out,,Outside out
1265,2017-03-30,Outside-Out,,Outside out
1267,2017-03-30,Outside-Out,,Outside out
1275,2017-03-31,Outside-Out,,Outside out
1276,2017-03-31,Outside-Out,,Outside out
1279,2017-03-31,Outside-Out,,Outside out
1280,2017-03-31,Outside-Out,,Outside out
1283,2017-03-31,Outside-Out,,Outside out
1284,2017-03-31,Outside-Out,,Outside out
1286,2017-03-31,Outside-Out,,Outside out
1289,2017-03-31,Outside-Out,,Outside out
1290,2017-03-31,Outside-Out,,Outside out
1293,2017-03-31,Outside-Out,,Outside out
1301,2017-04-03,Outside-Out,,Outside out
1302,2017-04-03,Outside-Out,,Outside out
1304,2017-04-03,Outside-Out,,Outside out
1305,2017-04-03,Outside-Out,,Outside out
1306,2017-04-03,Outside-Out,,Outside out
1307,2017-04-03,Outside-Out,,Outside out
1310,2017-04-03,Outside-Out,,Outside out
1311,2017-04-03,Outside-Out,,Outside out
1312,2017-04-03,Outside-Out,,Outside out
1313,2017-04-03,Outside-Out,,Outside out
1314,2017-04-03,Outside-Out,,Outside out
1315,2017-04-03,Outside-Out,,Outside out
1316,2017-04-03,Outside-Out,,Outside out
1319,2017-04-03,Outside-Out,,Outside out
1320,2017-04-03,Outside-Out,,Outside out
1328,2017-04-04,Outside-Out,,Outside out
1329,2017-04-04,Outside-Out,,Outside out
1330,2017-04-04,Outside-Out,,Outside out
1331,2017-04-04,Outside-Out,,Outside out
1332,2017-04-04,Outside-Out,,Outside out
1333,2017-04-04,Outside-Out,,Outside out
1334,2017-04-04,Outside-Out,,Outside out
1336,2017-04-04,Outside-Out,,Outside out
1337,2017-04-04,Outside-Out,,Outside out
1341,2017-04-04,Outside-Out,,Outside out
1342,2017-04-04,Outside-Out,,Outside out
1343,2017-04-04,Outside-Out,,Outside out
1345,2017-04-04,Outside-Out,,Outside out
1346,2017-04-04,Outside-Out,,Outside out
1347,2017-04-04,Outside-Out,,Outside out
1348,2017-04-04,Outside-Out,,Outside out
1350,2017-04-04,Outside-Out,,Outside out
1351,2017-04-04,Outside-Out,,Outside out
1360,2017-04-05,Outside-Out,,Outside out
1361,2017-04-05,Outside-Out,,Outside out
1362,2017-04-05,Outside-Out,,Outside out
1363,2017-04-05,Outside-Out,,Outside out
1364,2017-04-05,Outside-Out,,Outside out
1365,2017-04-05,Outside-Out,,Outside out
1367,2017-04-05,Outside-Out,,Outside out
1368,2017-04-05,Outside-Out,,Outside out
1371,2017-04-05,Outside-Out,,Outside out
1372,2017-04-05,Outside-Out,,Outside out
1376,2017-04-05,Outside-Out,,Outside out
1377,2017-04-05,Outside-Out,,Outside out
1379,2017-04-05,Outside-Out,,Outside out
1380,2017-04-05,Outside-Out,,Outside out
1386,2017-04-05,Outside-Out,,Outside out
1388,2017-04-05,Outside-Out,,Outside out
1390,2017-04-05,Outside-Out,,Outside out
1391,2017-04-05,Outside-Out,,Outside out
1398,2017-04-06,Outside-Out,,Outside out
1399,2017-04-06,Outside-Out,,Outside out
1400,2017-04-06,Outside-Out,,Outside out
1401,2017-04-06,Outside-Out,,Outside out
1402,2017-04-06,Outside-Out,,Outside out
1403,2017-04-06,Outside-Out,,Outside out
1419,2017-04-07,Outside-Out,,Outside out
1420,2017-04-07,Outside-Out,,Outside out
1421,2017-04-07,Outside-Out,,Outside out
1422,2017-04-07,Outside-Out,,Outside out
1423,2017-04-07,Outside-Out,,Outside out
1424,2017-04-07,Outside-Out,,Outside out
1425,2017-04-07,Outside-Out,,Outside out
1426,2017-04-07,Outside-Out,,Outside out
1427,2017-04-07,Outside-Out,,Outside out
1430,2017-04-07,Outside-Out,,Outside out
1431,2017-04-07,Outside-Out,,Outside out
1433,2017-04-07,Outside-Out,,Outside out
1434,2017-04-07,Outside-Out,,Outside out
1436,2017-04-07,Outside-Out,,Outside out
1451,2017-04-10,Outside-Out,,Outside out
1452,2017-04-10,Outside-Out,,Outside out
1462,2017-04-11,Outside-Out,,Outside out
1464,2017-04-11,Outside-Out,,Outside out
1466,2017-04-11,Outside-Out,,Outside out
1477,2017-04-12,Outside-Out,,Outside out
1478,2017-04-12,Outside-Out,,Outside out
1480,2017-04-12,Outside-Out,,Outside out
1481,2017-04-12,Outside-Out,,Outside out
1482,2017-04-12,Outside-Out,,Outside out
1504,2017-04-13,Outside-Out,,Outside out
1552,2017-04-14,Outside-Out,,Outside out
1553,2017-04-14,Outside-Out,,Outside out
1571,2017-04-17,Outside-Out,,Outside out
1579,2017-04-17,Outside-Out,,Outside out
1611,2017-04-18,Outside-Out,,Outside out
1634,2017-04-19,Outside-Out,,Outside out
1635,2017-04-19,Outside-Out,,Outside out
1638,2017-04-19,Outside-Out,,Outside out
1667,2017-04-20,Outside-Out,,Outside out
1674,2017-04-20,Outside-Out,,Outside out
1764,2017-04-26,Outside-Out,,Outside out
1765,2017-04-26,Outside-Out,,Outside out
1766,2017-04-26,Outside-Out,,Outside out
1767,2017-04-26,Outside-Out,,Outside out
1768,2017-04-26,Outside-Out,,Outside out
1769,2017-04-26,Outside-Out,,Outside out
1770,2017-04-26,Outside-Out,,Outside out
1771,2017-04-26,Outside-Out,,Outside out
1772,2017-04-26,Outside-Out,,Outside out
1773,2017-04-26,Outside-Out,,Outside out
1776,2017-04-26,Outside-Out,,Outside out
1778,2017-04-26,Outside-Out,,Outside out
1779,2017-04-26,Outside-Out,,Outside out
1782,2017-04-26,Outside-Out,,Outside out
1784,2017-04-26,Outside-Out,,Outside out
1792,2017-04-27,Outside-Out,,Outside out
1794,2017-04-27,Outside-Out,,Outside out
1795,2017-04-27,Outside-Out,,Outside out
1796,2017-04-27,Outside-Out,,Outside out
1797,2017-04-27,Outside-Out,,Outside out
1799,2017-04-27,Outside-Out,,Outside out
1805,2017-04-27,Outside-Out,,Outside out
1806,2017-04-27,Outside-Out,,Outside out
1808,2017-04-27,Outside-Out,,Outside out
1809,2017-04-27,Outside-Out,,Outside out
1810,2017-04-27,Outside-Out,,Outside out
1811,2017-04-27,Outside-Out,,Outside out
1821,2017-04-28,Outside-Out,,Outside out
1822,2017-04-28,Outside-Out,,Outside out
1823,2017-04-28,Outside-Out,,Outside out
1824,2017-04-28,Outside-Out,,Outside out
1825,2017-04-28,Outside-Out,,Outside out
1827,2017-04-28,Outside-Out,,Outside out
1833,2017-04-28,Outside-Out,,Outside out
1844,2017-05-01,Outside-Out,,Outside out
1845,2017-05-01,Outside-Out,,Outside out
1847,2017-05-01,Outside-Out,,Outside out
1859,2017-05-01,Outside-Out,,Outside out
1897,2017-05-02,Outside-Out,,Outside out
2051,2017-05-11,Outside-Out,,Outside out
2110,2017-05-15,Outside-Out,,Outside out
2132,2017-05-16,Outside-Out,,Outside out
2159,2017-05-17,Outside-Out,,Outside out
2179,2017-05-18,Outside-Out,,Outside out
2328,2017-05-26,Outside-Out,,Outside out
2447,2017-06-08,Outside-Out,,Outside out
2448,2017-06-08,Outside-Out,,Outside out
2555,2017-06-19,Outside-Out,,Outside out
2736,2017-06-27,Outside-Out,,Outside out
2874,2017-07-03,Outside-Out,,Outside out
2881,2017-07-05,Outside-Out,,Outside out
2890,2017-07-05,Outside-Out,,Outside out
2902,2017-07-05,Outside-Out,,Outside out
2928,2017-07-06,Outside-Out,,Outside out
2931,2017-07-06,Outside-Out,,Outside out
2934,2017-07-06,Outside-Out,,Outside out
2967,2017-07-07,Outside-Out,,Outside out
2983,2017-07-07,Outside-Out,,Outside out
2998,2017-07-10,Outside-Out,,Outside out
3001,2017-07-10,Outside-Out,,Outside out
3002,2017-07-10,Outside-Out,,Outside out
3034,2017-07-12,Outside-Out,,Outside out
3036,2017-07-12,Outside-Out,,Outside out
3037,2017-07-12,Outside-Out,,Outside out
3038,2017-07-12,Outside-Out,,Outside out
3061,2017-07-13,Outside-Out,,Outside out
3079,2017-07-14,Outside-Out,,Outside out
3109,2017-07-17,Outside-Out,,Outside out
3113,2017-07-17,Outside-Out,,Outside out
3132,2017-07-18,Outside-Out,,Outside out
3133,2017-07-18,Outside-Out,,Outside out
3136,2017-07-18,Outside-Out,,Outside out
3228,2017-07-21,Outside-Out,,Outside out
3307,2017-07-25,Outside-Out,,Outside out
3318,2017-07-26,Outside-Out,,Outside out
3352,2017-07-27,Outside-Out,,Outside out
3357,2017-07-27,Outside-Out,,Outside out
3377,2017-07-28,Outside-Out,,Outside out
3379,2017-07-28,Outside-Out,,Outside out
3385,2017-07-28,Outside-Out,,Outside out
3395,2017-07-28,Outside-Out,,Outside out
3536,2017-08-07,Outside-Out,,Outside out
3559,2017-08-08,Outside-Out,,Outside out
3606,2017-08-09,Outside-Out,,Outside out
3630,2017-08-09,Outside-Out,,Outside out
3936,2017-09-22,Outside-Out,,Outside out
3954,2017-09-26,Outside-Out,,Outside out
3965,2017-09-26,Outside-Out,,Outside out
3966,2017-09-26,Outside-Out,,Outside out
4032,2017-10-02,nucleus_absent,1000.0,Outside out
4057,2017-10-03,nucleus_absent,1700.0,Outside out
4070,2017-10-03,no_nucleus_visible,1000.0,Outside out
4116,2017-10-05,nucleus_absent,700.0,Outside out
4131,2017-10-06,nucleus_absent,1000.0,Outside out
4132,2017-10-06,nucleus_absent,1500.0,Outside out
4133,2017-10-06,nucleus_absent,3000.0,Outside out
4150,2017-10-06,nucleus_absent,800.0,Outside out
4155,2017-10-09,nucleus_absent,1000.0,Outside out
4157,2017-10-09,nucleus_absent,1000.0,Outside out
4158,2017-10-09,nucleus_absent,1000.0,Outside out
4161,2017-10-09,nucleus_absent,1000.0,Outside out
4162,2017-10-09,nucleus_absent,2000.0,Outside out
4168,2017-10-09,nucleus_absent,600.0,Outside out
4174,2017-10-10,nucleus_absent,1000.0,Outside out
4175,2017-10-10,nucleus_absent,1000.0,Outside out
4202,2017-10-11,nucleus_absent,500.0,Outside out
4213,2017-10-13,nucleus_absent,1500.0,Outside out
4218,2017-10-13,nucleus_absent,700.0,Outside out
4220,2017-10-16,nucleus_absent,1000.0,Outside out
4296,2017-10-23,nucleus_absent,1000.0,Outside out
4297,2017-10-23,nucleus_absent,1000.0,Outside out
4302,2017-10-23,nucleus_absent,1200.0,Outside out
4317,2017-10-24,nucleus_absent,900.0,Outside out
4321,2017-10-24,nucleus_absent,600.0,Outside out
4331,2017-10-24,nucleus_absent,1000.0,Outside out
4363,2017-10-26,nucleus_absent,1000.0,Outside out
4366,2017-10-26,nucleus_absent,1000.0,Outside out
4376,2017-10-27,nucleus_absent,1000.0,Outside out
4378,2017-10-27,nucleus_absent,1500.0,Outside out
4380,2017-10-27,nucleus_absent,500.0,Outside out
4397,2017-10-30,nucleus_absent,1000.0,Outside out
4411,2017-10-30,nucleus_absent,1000.0,Outside out
4413,2017-10-30,nucleus_absent,1000.0,Outside out
4414,2017-10-30,nucleus_absent,1000.0,Outside out
4463,2017-11-01,nucleus_absent,1000.0,Outside out
4465,2017-11-02,nucleus_absent,1000.0,Outside out
4467,2017-11-02,nucleus_absent,1000.0,Outside out
4469,2017-11-02,nucleus_absent,1000.0,Outside out
4471,2017-11-02,nucleus_absent,1000.0,Outside out
4514,2017-11-06,nucleus_absent,1000.0,Outside out
4550,2017-11-08,nucleus_absent,1000.0,Outside out
4555,2017-11-08,nucleus_absent,800.0,Outside out
4594,2017-11-13,nucleus_absent,500.0,Outside out
4598,2017-11-13,nucleus_absent,1000.0,Outside out
4607,2017-11-14,nucleus_absent,2000.0,Outside out
4611,2017-11-14,nucleus_absent,2000.0,Outside out
4612,2017-11-14,nucleus_absent,700.0,Outside out
4642,2017-11-15,nucleus_absent,750.0,Outside out
4643,2017-11-15,nucleus_absent,1000.0,Outside out
4644,2017-11-15,nucleus_absent,1400.0,Outside out
4645,2017-11-15,nucleus_absent,1500.0,Outside out
4651,2017-11-16,nucleus_absent,800.0,Outside out
4654,2017-11-16,nucleus_absent,1000.0,Outside out
4658,2017-11-16,nucleus_absent,900.0,Outside out
4679,2017-11-20,nucleus_absent,500.0,Outside out
4690,2017-11-21,nucleus_absent,500.0,Outside out
4693,2017-11-22,nucleus_absent,1000.0,Outside out
4706,2017-11-28,nucleus_absent,1000.0,Outside out
4734,2017-11-29,nucleus_absent,900.0,Outside out
4751,2017-12-01,nucleus_absent,2000.0,Outside out
4752,2017-12-01,nucleus_absent,500.0,Outside out
